Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Main Image,Thumbnail_Image,Gallery_Image 1,Gallery_Image 2,Gallery_Image 3
Badulla Katharagama Devalaya,Badulla,"A vibrant Hindu temple dedicated to the deity Kataragama, attracting devotees and visitors with colorful festivals and spiritual events.",Uva,Religious,1.5,0,0,0,0,0,Yes,6.987343776,81.05795242,,,,,
Old Welekade Market,Badulla,"A bustling traditional market in Haputale, offering local produce, handicrafts, and an authentic glimpse of daily life in the region.",Uva,Market/Cultural,1.5,0,0,0,0,0,Yes,6.991551327,81.0540045,,,,,
Halpe Tea Factory,Badulla,"An operational tea factory where visitors can learn about tea processing, sample fresh brews, and enjoy scenic plantation views.",Uva,Industrial/Tourism,1.5,800,400,300,150,150,No,6.890927674,81.03452549,,,,,
Nil Diya Pokuna,Badulla,"A tranquil natural pool with crystal-clear waters, perfect for swimming and relaxing surrounded by lush greenery.",Uva,Natural Pool/Nature,2,0,0,0,0,0,Yes,6.833619051,81.06606977,,,,,
Little Adam’s Peak,Badulla,"A famous trekking destination near Ella with a gentle climb and rewarding panoramic views, often visited for sunrise hikes.",Uva,Mountain/Hiking,2.5,0,0,0,0,0,Yes,6.865938435,81.06299209,,,,,
Mahamewna Viharaya,Badulla,"An ancient Buddhist temple with significant religious heritage and peaceful surroundings, attracting devotees and visitors alike.",Uva,Religious/Historical,1.5,0,0,0,0,0,Yes,6.878399148,81.03216134,,,,,
Dowa Temple,Badulla,"A historic Buddhist temple renowned for its beautiful murals and ancient architecture, located near Dowa town.",Uva,Religious/Historical,1.5,0,0,0,0,0,Yes,6.856531235,81.02222025,,,,,
Lipton’s Seat,Badulla,"A famous viewpoint in Haputale named after Sir Thomas Lipton, offering spectacular views of tea plantations and valleys.",Uva,Scenic/Heritage,2,0,0,0,0,0,Yes,6.780890277,81.0155175,,,,,
Muthiyangana Raja Maha Viharaya,Badulla,"A historic and sacred Buddhist temple in Badulla, known for its beautiful architecture and important religious festivals.",Uva,Religious/Historical,2,0,0,0,0,0,Yes,6.984463325,81.06132391,,,,,
Demodara,Badulla,"A picturesque village famous for its unique railway loop and lush tea plantations, attracting photographers and nature lovers.",Uva,Scenic/Nature,1.5,0,0,0,0,0,Yes,6.904578354,81.05271281,,,,,
Nine Arch Bridge,Badulla,"Iconic colonial-era railway bridge near Demodara, known for its architectural beauty and scenic surroundings, popular with tourists.",Uva,Historical/Scenic,1.5,0,0,0,0,0,Yes,6.877006823,81.06081431,,,,,
Pallewela Ella,Badulla,"A charming waterfall located amidst dense greenery, ideal for nature walks and peaceful retreats.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.829803828,81.08235567,,,,,
Kithal Ella Waterfall,Badulla,"A scenic waterfall near Beragala, offering tranquil surroundings and a refreshing experience for visitors and hikers.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.866943786,81.04651008,,,,,
Chandani Ella – Beragala,Badulla,"A beautiful waterfall cascading through rocks in Beragala, perfect for picnics and short nature hikes.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.762627824,80.90601697,,,,,
Alakolagala Ella Falls,Badulla,"A scenic waterfall surrounded by dense forest, great for nature lovers and photographers seeking tranquility.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.746125031,81.05983217,,,,,
Aradunu Ella Falls,Badulla,"A beautiful, lesser-known waterfall surrounded by tropical forest, ideal for peaceful visits and nature photography.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.955036591,81.15348197,,,,,
Bambarakanda Ella Falls,Badulla,"The tallest waterfall in Sri Lanka, cascading over 263 meters, surrounded by thick forest and famous for trekking and sightseeing.",Uva,Waterfall/Nature,3,0,0,0,0,0,Yes,6.773090464,80.83338989,,,,,
Diyaluma (Ihala) Ella Falls,Badulla,"The upper cascade of the famous Diyaluma Falls, known for its stunning multi-tiered drop and natural pools for swimming.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,6.735335254,81.03236093,,,,,
Diyaluma Ella Falls,Badulla,"The second tallest waterfall in Sri Lanka, with spectacular cascading waters and natural pools, ideal for hiking and adventure.",Uva,Waterfall/Nature,3,0,0,0,0,0,Yes,6.733608304,81.03134871,,,,,
Diyawetena Ella Falls,Badulla,"A scenic waterfall known for its peaceful environment and crystal-clear waters, perfect for nature lovers and quiet reflection.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.856126383,80.85430281,,,,,
Dunhinda Ella Falls,Badulla,"One of Sri Lanka’s most famous waterfalls, with a 64-meter drop and misty surroundings, ideal for sightseeing and photography.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,7.018289275,81.06203973,,,,,
Ellatota Ella Falls,Badulla,"A picturesque waterfall flowing through rocky terrain, popular for nature walks and photography.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.820321704,80.98619079,,,,,
Galkanda Ella Falls,Badulla,"A hidden gem waterfall nestled in dense forest, offering a peaceful retreat for nature enthusiasts and hikers.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,6.753192955,80.95117457,,,,,
Gerandi Ella Falls,Badulla,"A beautiful waterfall known for its cascading water and surrounding greenery, a great spot for nature lovers and photographers.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,7.042409545,80.68272533,,,,,
Kirindioya Ella Falls,Badulla,"A scenic waterfall located in a tranquil forest setting, popular among trekkers and nature lovers.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.645454727,80.56428342,,,,,
Gerandi Ella – Ettampitiya,Badulla,"A picturesque waterfall near Ettampitiya, surrounded by lush greenery and offering peaceful natural beauty.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.967932331,80.97668251,,,,,
Kuda Dunhinda Ella Falls,Badulla,"A smaller but charming waterfall near Dunhinda, offering peaceful surroundings and natural beauty for visitors and hikers.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,7.023082405,81.06095177,,,,,
Kudalu Ella Falls,Badulla,"A serene waterfall nestled within forested hills, popular for short treks and refreshing nature escapes.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.756191699,81.02944302,,,,,
Lanka Ella Falls,Badulla,"A scenic waterfall known for its cascading waters and peaceful location amidst dense greenery, ideal for nature photography.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.77347618,80.8263065,,,,,
Mana Ella Falls,Badulla,"A tranquil waterfall surrounded by greenery, perfect for relaxing and nature photography.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.847604824,80.26471787,,,,,
Nagadowa Ella Falls,Badulla,"A peaceful waterfall surrounded by forest, offering a refreshing spot for visitors and trekkers.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.791374636,80.84443887,,,,,
Nagarak Ella Falls,Badulla,"A serene waterfall nestled in lush surroundings, perfect for nature lovers and those seeking peaceful retreats.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.739845523,80.7828811,,,,,
Obada Ella Falls,Badulla,"A picturesque waterfall with clear waters, nestled in a peaceful forest environment ideal for quiet reflection.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.819034617,80.98691672,,,,,
Pankandura Ella Falls,Badulla,"A charming waterfall set within dense greenery, popular for short hikes and nature photography.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.790251518,80.44850177,,,,,
Ranugalla Dunhinda Ella Falls,Badulla,"A stunning waterfall near Ranugalla, known for its cascading water and scenic forest setting, ideal for hiking and photography.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,6.870164385,81.18220904,,,,,
Small Ravana Ella Falls (Bambaragama Fall),Badulla,"The lower section of Ravana Falls, a majestic waterfall famous in local folklore, surrounded by lush greenery and cool pools.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,6.863157024,81.04411379,,,,,
Ravana Ella Falls Upper,Badulla,"The upper cascade of Ravana Falls, offering stunning views and serene surroundings amidst dense forest, perfect for nature lovers.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,6.839514199,81.0538512,,,,,
Uduwara Ella Falls – Kalupahana,Badulla,"A beautiful waterfall located near Kalupahana, surrounded by lush greenery and ideal for hiking and photography.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.78603205,80.84544895,,,,,
Wewassa Ella Falls,Badulla,"A tranquil waterfall located in a quiet forested area, perfect for relaxation and nature walks.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.959193938,81.10408,,,,,
Wishari Ella Falls (Alikola Oya North Ella Falls),Badulla,"A striking waterfall part of the Alikola Oya, known for its impressive cascades and lush surroundings.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,6.799182519,81.06935549,,,,,
Haldummulla Ella Falls,Badulla,"A beautiful waterfall near Haldummulla, surrounded by greenery and offering a peaceful nature escape.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.765984438,80.8973792,,,,,
Gotuwala Ella,Badulla,"A serene waterfall set in a peaceful forest environment, perfect for visitors seeking tranquility and natural beauty.",Uva,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.88350182,81.0657816,,,,,
Dowili Ella,Badulla,"A hidden gem waterfall located amidst dense forest, offering peaceful ambiance and a refreshing swimming spot.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,6.662835385,80.86583724,,,,,
Uma Oya Falls,Badulla,"A stunning waterfall near Uma Oya, with a strong cascade and lush surroundings, popular among hikers and photographers.",Uva,Waterfall/Nature,2,0,0,0,0,0,Yes,7.175923404,80.96099849,,,,,
Sri Pada Sthanaya (Adam's Peak),Rathnapura,"A sacred mountain famous for the “Sri Pada” footprint, attracting pilgrims and hikers to witness breathtaking sunrise views.",Sabaragamuwa,Religious/Nature,12,0,0,0,0,0,Yes,6.810580217,80.49921646,,,,,
Elle Wala,Rathnapura,"A small scenic waterfall known for its refreshing pools and tranquil forest surroundings, ideal for a short nature visit.",Sabaragamuwa,Waterfall/Nature,1.5,0,0,0,0,0,Yes,6.621431483,80.65626106,,,,,
Kudawa Natural Pond,Rathnapura,A natural pond offering a peaceful spot for relaxation and enjoying local flora and fauna in a serene setting.,Sabaragamuwa,Nature/Scenic,1,0,0,0,0,0,Yes,6.445356811,80.41560761,,,,,
Kiribathgala Mountain,Rathnapura,"A popular hiking destination offering panoramic views of surrounding hills and valleys, ideal for adventure seekers.",Sabaragamuwa,Scenic/Nature,3,0,0,0,0,0,Yes,6.612591887,80.50741684,,,,,
Balangoda View Point,Rathnapura,"A scenic lookout providing breathtaking vistas of Balangoda town and the surrounding landscape, perfect for photography.",Sabaragamuwa,Scenic/Nature,1,0,0,0,0,0,Yes,6.745185085,80.70742018,,,,,
Baker’s Bend,Rathnapura,"A historic bend in the road known for its stunning views of the tea plantations and surrounding hills, popular with travelers.",Sabaragamuwa,Scenic/Historical,0.5,0,0,0,0,0,Yes,6.761075478,80.78357747,,,,,
Samanala Wewa Reservoir,Rathnapura,"A large reservoir surrounded by natural beauty, offering bird watching, fishing, and peaceful walking trails.",Sabaragamuwa,Nature/Scenic,2,0,0,0,0,0,Yes,6.677378456,80.80310094,,,,,
Sankhapala Viharaya,Rathnapura,"An ancient Buddhist temple with historical significance and beautiful architecture, attracting religious visitors and tourists.",Sabaragamuwa,Religious/Historical,2,0,0,0,0,0,Yes,6.441189838,80.75970077,,,,,
Sinharaja Rainforest,Rathnapura,"A UNESCO World Heritage Site and biodiversity hotspot, known for its dense tropical forest and endemic wildlife species.",Sabaragamuwa,Nature/Wildlife,4,0,0,0,0,0,Yes,6.376283801,80.45273143,,,,,
Kottimbuwala Raja Maha Viharaya,Rathnapura,"A historic Buddhist temple set in tranquil surroundings, featuring ancient stone carvings and peaceful meditation spaces that invite spiritual reflection.",Sabaragamuwa,Religious/Historical,1.5,0,0,0,0,0,Yes,6.566224785,80.72840034,,,,,
Rathgaga Temple,Rathnapura,"A vibrant Hindu temple known for its colorful architecture and lively festivals, drawing devotees and visitors keen on experiencing local culture and rituals.",Sabaragamuwa,Religious,1,0,0,0,0,0,Yes,6.738010852,80.48221882,,,,,
Hunudukata,Rathnapura,"A scenic hillock offering breathtaking panoramic views of the rolling hills and valleys, perfect for easy hikes and nature photography enthusiasts.",Sabaragamuwa,Scenic/Nature,1.5,0,0,0,0,0,Yes,6.74316574,80.44712427,,,,,
Diva Guhawa (Daytime Cave),Rathnapura,"An ancient cave with archaeological significance, featuring historical inscriptions and natural rock formations bathed in soft daylight — a must-visit for history buffs and explorers.",Sabaragamuwa,Historical/Nature,1.5,0,0,0,0,0,Yes,6.837168116,80.37357315,,,,,
Kulu Diya Parvathaya,Rathnapura,"A modest mountain peak offering rewarding trekking routes and spectacular views of the surrounding forests and distant hills, ideal for adventurous visitors.",Sabaragamuwa,Scenic/Nature,2,0,0,0,0,0,Yes,6.813120555,80.45034417,,,,,
Saman Devalaya,Rathnapura,"A sacred temple dedicated to deity Saman, significant in local folklore and religious practices, featuring beautifully maintained grounds and frequent vibrant ceremonies.",Sabaragamuwa,Religious,1,0,0,0,0,0,Yes,6.690668641,80.3798906,,,,,
Maduranwala Walawwa,Rathnapura,"A colonial-era manor showcasing traditional architecture and historical artifacts, offering insight into the region’s cultural heritage and past lifestyles.",Sabaragamuwa,Historical,1,0,0,0,0,0,Yes,6.389358613,80.70357891,,,,,
Panamure Elephant Kraal,Rathnapura,"A culturally rich site where elephants are traditionally gathered and trained, providing visitors with unique opportunities to witness elephant care and local customs.",Sabaragamuwa,Cultural/Heritage,2,0,0,0,0,0,Yes,6.355908326,80.76032284,,,,,
Pussadeva Maha Seya,Rathnapura,"An ancient stupa with impressive architecture, surrounded by serene natural beauty, making it an important spiritual landmark and quiet retreat for visitors.",Sabaragamuwa,Religious/Historical,1.5,0,0,0,0,0,Yes,6.459769962,80.75391263,,,,,
Rakwana View Point,Rathnapura,"A breathtaking lookout offering sweeping views over Rakwana town and the lush landscape beyond, ideal for sunset watching and photography.",Sabaragamuwa,Scenic/Nature,1,0,0,0,0,0,Yes,6.464473806,80.6253431,,,,,
Gongala,Rathnapura,"A majestic mountain peak known for its challenging trails and rewarding views, attracting trekkers and nature enthusiasts alike.",Sabaragamuwa,Scenic/Nature,3,0,0,0,0,0,Yes,6.382527253,80.64357583,,,,,
Hulan Wanguwa (Windy Curve),Rathnapura,"A unique winding mountain road with stunning views and cool breezes, popular among drivers and photographers for its dramatic landscape.",Sabaragamuwa,Scenic/Nature,0.5,0,0,0,0,0,Yes,6.429437646,80.62705225,,,,,
Wavulpane Cave,Rathnapura,"A large limestone cave known for its impressive rock formations and archaeological importance, inviting explorers and adventure seekers.",Sabaragamuwa,Historical/Nature,2,0,0,0,0,0,Yes,6.426699128,80.73284595,,,,,
Batadoba Lena,Rathnapura,"An ancient cave used historically by monks for meditation, surrounded by lush forest and offering a peaceful retreat into nature and history.",Sabaragamuwa,Historical/Religious,1.5,0,0,0,0,0,Yes,6.77677284,80.39593857,,,,,
Kiri Ibbam Wewa,Rathnapura,"A serene reservoir surrounded by natural beauty, ideal for bird watching, fishing, and leisurely walks along its tranquil banks.",Sabaragamuwa,Nature/Scenic,1.5,0,0,0,0,0,Yes,6.372504553,80.98125244,,,,,
Maha Naga Viharaya,Rathnapura,"An ancient Buddhist temple famed for its large naga (serpent) statues and sacred atmosphere, attracting devotees and tourists alike.",Sabaragamuwa,Religious/Historical,1.5,0,0,0,0,0,Yes,6.259804236,81.30951535,,,,,
Kande Viharaya (Shailathalaramaya),Rathnapura,"A peaceful hillside temple famous for its scenic views, intricate carvings, and tranquil environment for prayer and reflection.",Sabaragamuwa,Religious,1.5,0,0,0,0,0,Yes,6.477269833,80.00628934,,,,,
